,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl,11.768955026455028,-0.4100406273620558,11.768955026455028,0.32207330771814924,0.6371230261185129,270.76,251.60799999999995,270.113505528,100,0,0.33919560113260006,-0.4606938353648011,0.4606938353648011,0.33919560113260006,1.3888888888888888,2.0555555555555554,2.611111111111111,35.49569149635157,10.182379031243649,2.117129694181464,-2.171133153649964,2.193323358255244,-2.274859150921338,6.33390087667406,0.046645786539688046,2.501847098139716,405.97775944629666,13.543605595440512,10.779502850941606,11.535431796960061,8.578917360319544,6.025511528294297,6.403476001303525,3.9020855800214562,4.309285706762063,2.7481538353829844,3.060862843871284,1.5819280340380755,1.8480619455237353,-1.26,9090.685183217984,14.799737156511348,7.235701055122467,4.200044229274997,112.66405584392163,15.370440161812713,6.606881964512918,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,25.448414289613766,31.28861401720998,12.232142680596137,10.586084805438322,9.53140013787187,23.257631452867926,0.0,4.899909730850478,0.0,13.847474399381248,31.97481865941283,28.78518601082315,0.0,0.0,5.733667477162185,5.687386274683562,0.0,11.600939890232516,37.110366201052976,4.736862953800049,0.0,24.205463075150064,18.19910120538483,5.022633313741326,0.0,0.0,55.56,5.969305287951849,4.794537184071822,0.0,0.0,22.880353044634802,19.634269217737724,0.0,18.19910120538483,0.0,18.747384130231726,22.071470321194752,5.177064436885866,5.9291718981831405,13.94739612202906,0.32207330771814924,6.440047785974915,-0.4100406273620558,4.756758471907281,0.0,7.115306382441423,0.0,0.46153846153846156,18,2,4,0,0,0,1,0,1,4,1,5,6,0,0,0,1,2.4208,73.93490000000003,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1C2N(C1=O)C(C(=CCO)O2)C(=O)O,11.06953656462585,-1.138657407407407,11.06953656462585,0.14893518518518545,0.5513115228370621,199.16199999999998,190.08999999999995,199.048072388,76,0,0.33402396546260305,-0.4793629350864987,0.4793629350864987,0.33402396546260305,1.7142857142857142,2.4285714285714284,2.9285714285714284,16.53339823721007,10.094898684436329,2.530604321805339,-2.3269107393369266,2.355444238520974,-2.543105777013056,5.905678733250043,-0.16269568462353523,2.2603804178727867,323.6933284343696,10.292528739883947,7.212650027833437,7.212650027833437,6.647065707741406,4.163989212407867,4.163989212407867,3.107475397903461,3.107475397903461,2.293660323335418,2.293660323335418,1.65902138214012,1.65902138214012,-1.56,1541.9906653911464,9.013093820861677,2.984456401438413,1.0734180056710771,79.3774710935529,14.94991774348146,5.759164871656176,12.26974199988283,5.907179729351506,0.0,5.969305287951849,9.694446914922299,4.794537184071822,0.0,0.0,0.0,6.076020106833881,0.0,13.027703587438928,24.538992111625106,11.876485017303356,0.0,4.899909730850478,0.0,18.690563622808842,6.606881964512918,11.835184978490057,0.0,0.0,0.0,0.0,0.0,0.0,45.86607350223099,14.325937321943691,0.0,6.4208216229260096,11.835184978490057,0.0,0.0,0.0,87.07000000000001,18.23904728783468,9.589074368143644,0.0,24.694048188446608,0.0,0.0,10.975929837684358,0.0,0.0,0.0,14.94991774348146,5.170462962962963,0.0,23.06587065381708,17.486090797430084,0.0,-1.2223705593348444,-1.0616666666666672,1.0260336356764923,-0.297754157218443,0.0,0.5,14,2,6,0,2,2,0,0,0,4,2,6,2,0,2,2,2,-1.0956000000000004,42.92860000000001,1,1,1,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,13.319630102040817,-1.6045648568069204,13.319630102040817,0.09879913076341595,0.7856923773821717,360.4500000000001,332.22600000000006,360.1936739959999,142,0,0.1896418237955756,-0.38846410124812436,0.38846410124812436,0.1896418237955756,1.1923076923076923,1.9230769230769231,2.6153846153846154,16.314789598330936,9.455675394149994,2.6781042090970293,-2.572712687773006,2.660851325807203,-2.6048534370793033,5.9414231142848735,-0.1700477432982199,1.7481728292749805,723.9130815015496,18.905412915006313,15.585427388642392,15.585427388642392,12.170504622625405,9.803619654183986,9.803619654183986,9.380845364107817,9.380845364107817,8.41149293787658,8.41149293787658,6.976356761966988,6.976356761966988,-1.3300000000000003,715692.1381653672,18.052915404577853,5.58503239376501,2.0724999742533408,153.39819947398388,10.213054789681411,17.991177721861547,11.566489892729878,0.0,0.0,0.0,14.383611552215466,0.0,0.0,0.0,19.420578929450514,55.4309307831835,24.17453976141019,0.0,24.596666341896878,17.34973483909482,0.0,0.0,28.583699077277743,64.39427657084701,6.606881964512918,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,39.77072240427283,14.383611552215466,28.583699077277743,58.79322575986332,11.64912463690315,0.0,0.0,0.0,91.67,23.406168191258324,24.596666341896878,0.0,41.15602012353685,25.683286491704038,18.414747775921285,0.0,6.076020106833881,6.923737199690624,6.923737199690624,0.0,0.0,0.0,37.52450191095922,20.4856603526313,-1.552716062505249,-0.17243963927653505,0.0,5.825186448201871,3.3064736566560615,0.0,0.7619047619047619,26,2,5,4,0,4,0,0,0,5,2,5,2,3,0,3,4,1.9898,94.14260000000004,0,2,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,10.827338400380729,-0.8893467078189301,10.827338400380729,0.06424107142857127,0.8807285394160607,296.153,285.06499999999994,295.01668395200005,98,0,0.30739587692442316,-0.4809852135804913,0.4809852135804913,0.30739587692442316,1.0526315789473684,1.6842105263157894,2.3157894736842106,35.49683559976259,10.100301513191704,2.0971844788845875,-2.129783874772342,2.3308213108222446,-2.035556821577032,6.388086929697563,-0.13571846254865322,2.3558879442321032,593.8950014443016,13.828062645816685,9.859949497496205,11.371807389533116,9.075387400469408,5.584169402223603,6.3400983482420585,3.94932097813249,4.763721231613703,2.581472082516677,3.2114128708653897,1.7112313592468353,2.203167158964943,-1.7099999999999995,18978.935565489523,13.715440199973633,5.9544053534163845,3.397616957868233,120.33053204396538,10.423315998847038,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,47.46734805431147,23.762552697081826,5.687386274683562,22.153474525092225,9.901064578912528,40.545957617784005,0.0,0.0,0.0,6.4208216229260096,5.316788604006331,58.073287598410914,0.0,0.0,5.316788604006331,11.374772549367124,0.0,23.20187978046503,11.075832682792555,11.21535880699783,0.0,5.563451491696996,42.46456947923127,10.045266627482652,0.0,0.0,49.33,5.969305287951849,4.794537184071822,0.0,6.4208216229260096,26.983490668546775,0.0,0.0,36.39820241076966,6.06636706846161,5.316788604006331,28.30840717530574,0.0,12.148457175051089,10.827338400380729,12.941774656364606,1.9255171327790384,-0.8893467078189301,12.332722636894264,-0.06424107142857127,0.0,0.0,0.07142857142857142,19,2,3,0,0,0,2,0,2,2,2,5,4,0,0,0,2,4.364100000000001,77.52650000000003,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1=CC=C2C(=C1)C=NN=C2NN,5.263408919123204,0.6047222222222224,5.263408919123204,0.6047222222222224,0.480554166108739,160.18,152.11599999999999,160.074896256,60,0,0.1700333745029285,-0.30645386568112576,0.30645386568112576,0.1700333745029285,1.25,2.0833333333333335,2.9166666666666665,15.292367089102948,10.175665404167173,1.9800679584762844,-2.00746974853636,2.1699584694603473,-2.0891872328538197,5.900450412121615,1.0386763045322176,2.7909670297392646,393.68492278413083,8.388905057061258,6.358528806137672,6.358528806137672,5.91501490017253,3.5865062258763927,3.5865062258763927,2.4247643124082683,2.4247643124082683,1.7071845668031878,1.7071845668031878,1.1345267220211277,1.1345267220211277,-1.68,902.1138495051405,6.99549850790995,2.7488119763581453,0.9807788404338078,69.38070608238567,5.425791397110385,0.0,5.817862777835028,0.0,0.0,0.0,0.0,5.842670270266239,5.098681808301038,5.098681808301038,24.26546827384644,0.0,10.772448428929591,6.196843571613076,0.0,16.590311206764618,0.0,10.197363616602075,5.842670270266239,0.0,5.425791397110385,30.462311845459517,0.0,0.0,11.268461667376624,5.817862777835028,0.0,0.0,10.197363616602075,0.0,0.0,0.0,30.462311845459517,0.0,10.772448428929591,0.0,63.83,0.0,0.0,0.0,0.0,5.817862777835028,10.772448428929591,0.0,6.196843571613076,24.26546827384644,15.62315501371246,5.842670270266239,0.0,0.0,0.0,9.640092592592593,2.4963425925925926,5.868131141345427,7.79089663643235,1.704537037037037,0.0,0.0,0.0,12,3,4,0,0,0,1,1,2,4,2,4,1,0,0,0,2,0.9153999999999995,47.34810000000001,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,12.136979717813052,-0.21212396069538908,12.136979717813052,0.21212396069538908,0.7558132464087878,299.802,277.626,299.140054624,112,0,0.2546465849307497,-0.4958418391220392,0.4958418391220392,0.2546465849307497,1.4,2.05,2.6,35.49569161264616,10.139606240301221,2.143705956412256,-2.1800683226055613,2.2812477118548085,-2.344786531771699,6.3314420822730915,0.09456752647449251,2.6993698551050787,461.97739235477394,15.120955864630139,12.20215258175198,12.958081527770435,9.527605765303289,6.665304741423288,7.043269214432516,4.356788180024037,4.763988306764643,3.1714456944663425,3.4987725298203314,1.8780472915002753,2.0417107091772695,-1.46,23853.65052995242,16.593937432578212,7.968039579443504,4.28252067886105,124.57886014192626,20.687228765819043,5.749511833283905,0.0,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,25.448414289613766,19.15587988028676,19.15587988028676,23.383268621399417,9.53140013787187,23.195505894267583,0.0,10.216698334856808,0.0,13.847474399381248,39.02249064209002,22.71881894236154,0.0,5.749511833283905,15.787319034968565,5.687386274683562,5.749511833283905,11.600939890232516,44.09591262512983,0.0,0.0,24.205463075150064,12.13273413692322,5.022633313741326,0.0,0.0,67.59,0.0,4.794537184071822,0.0,5.907179729351506,28.567739319318363,19.634269217737724,13.176164609739143,6.06636706846161,0.0,24.064172734238056,22.071470321194752,5.162170493197279,5.947448979519535,14.366614657694354,3.2063410703787696,6.477354097388369,0.2112456433190566,3.0874031557067267,0.0,7.490470702871497,1.4953956443688585,0.5,20,3,5,0,0,0,1,0,1,4,2,6,7,0,0,0,1,2.0023999999999997,82.53760000000004,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,13.174413265306125,-0.5823842592592592,13.174413265306125,0.2811111111111111,0.7601212787758543,309.45300000000003,282.237,309.209264484,122,0,0.147084625141916,-0.306666884150918,0.306666884150918,0.147084625141916,0.9565217391304348,1.391304347826087,1.7391304347826086,16.13945990460939,9.665988695923524,2.413100301745346,-2.372467607315073,2.3892178857037134,-2.4247755653502625,5.933390817984043,-0.12311672744200618,2.661361390026637,579.304533673046,16.872032720186702,14.620528409422803,14.620528409422803,11.018909728439276,8.327929553051508,8.327929553051508,6.430867505534363,6.430867505534363,4.8134421176679085,4.8134421176679085,3.2109886899973206,3.2109886899973206,-1.9299999999999993,150691.85287364948,17.424270887888333,7.560773919248965,3.532758370521064,139.69433212537763,4.899909730850478,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,67.58740788430673,38.566805771365004,12.462662452073971,5.41499046939678,4.794537184071822,5.783244946364939,0.0,4.899909730850478,0.0,38.14594894377801,14.09534396535438,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,30.82033947171776,10.209527653468601,0.0,37.81602062862726,60.6636706846161,0.0,0.0,0.0,20.310000000000002,5.41499046939678,4.794537184071822,0.0,5.783244946364939,12.462662452073971,17.54772460632,0.0,0.0,43.321939610460284,50.18445916974192,0.0,0.0,0.0,15.358510487528347,0.0,1.596782407407408,0.2811111111111111,20.748548752834466,1.3101558956916102,4.145694444444445,4.142530234315949,0.38095238095238093,23,0,2,0,0,0,2,0,2,2,0,2,7,0,0,0,2,4.292000000000004,96.72800000000007,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,12.63331640526581,-1.0011111111111113,12.63331640526581,0.04078304778701636,0.801519513250851,327.37999999999994,306.21200000000005,327.14705815199994,126,0,0.17396302079062417,-0.5042464328896997,0.5042464328896997,0.17396302079062417,1.4166666666666667,2.25,3.0416666666666665,16.511450708939453,9.487113335416845,2.724942163886568,-2.619983267592149,2.6416320735721026,-2.7610244415121703,5.895824650085594,-0.18662286334060563,1.7969480102820088,774.8754473625409,16.689869965382485,13.494636181681564,13.494636181681564,11.525840785378222,8.647486008212258,8.647486008212258,7.561281111830412,7.561281111830412,6.732356816716933,6.732356816716933,5.797327737535317,5.797327737535317,-1.8499999999999996,500717.3057933928,14.489422876550565,4.40553906749999,1.3809690525325302,140.08609146449774,14.94991774348146,0.0,23.38623500068105,0.0,0.0,0.0,9.694446914922299,0.0,0.0,6.578935683598497,12.142387175295491,30.892283428936633,31.115626755596114,11.016041280380467,19.744454927553285,5.783244946364939,0.0,4.899909730850478,0.0,48.84513498898076,13.08951281182515,35.91459291074959,0.0,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,51.732580306601925,16.63034927639461,0.0,30.38936785217202,24.787689927355597,0.0,0.0,0.0,70.00000000000001,17.12000766812877,15.007591973753234,0.0,17.574597608796804,31.432798324987942,24.21641579521914,0.0,6.06636706846161,12.142387175295491,11.478845414448976,4.736862953800049,5.983829443814563,0.0,14.90999960632401,22.09956474141539,0.2560822940287226,0.5282291666666674,3.515176051902242,3.346120769295372,5.360997926553031,0.0,0.5263157894736842,24,2,5,2,2,4,1,0,1,5,2,5,2,1,1,2,5,1.3013999999999997,87.27060000000004,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,12.165193737606256,-1.6379359042999921,12.165193737606256,0.05162840136054392,0.3284121594560428,376.369,356.2090000000001,376.1382843599999,144,0,0.34944760044401535,-0.39357914015505113,0.39357914015505113,0.34944760044401535,1.0740740740740742,1.7407407407407407,2.4074074074074074,16.374546751787904,10.063612561340168,2.2710401988254243,-2.2465876759680956,2.240798385666766,-2.4195148568112415,5.805530094908517,-0.08023080237115779,2.275289412096625,1075.4539948567037,19.877950698581348,14.747956657748661,14.747956657748661,12.722453108210818,8.294805064212541,8.294805064212541,6.4987457761144585,6.4987457761144585,4.5695429316207665,4.5695429316207665,2.8942166040899,2.8942166040899,-2.66,876018.0053364431,19.111322274168355,7.158061106278338,3.470654420176668,152.29232415746094,24.993209227154175,18.31189916324491,11.518332492848387,0.0,5.559266895052008,5.689743398203474,9.77851570501903,9.77851570501903,4.9839785209472085,0.0,0.0,37.10711151969846,0.0,24.18503980565802,20.426109579362823,11.033401435232523,0.0,19.51903521063298,0.0,38.70412996853873,6.606881964512918,44.09772178171633,0.0,11.518332492848387,11.24901029325548,0.0,0.0,0.0,64.86392591775362,6.544756405912575,13.847474399381248,11.126902983393991,21.721808505066864,0.0,22.55173392808091,0.0,161.56,36.1677914210133,24.90865655266576,0.0,18.063088898760963,11.033401435232523,11.126902983393991,4.567099647791355,12.13273413692322,13.847474399381248,14.951935562841626,5.106527394840706,1.4015154950869235,0.0,33.99748895603288,38.7947589785455,1.1125413160239117,-0.05162840136054392,3.5303167517006804,-4.680411338918285,2.7287515762222654,0.0,0.4117647058823529,27,5,10,0,2,2,1,0,1,9,5,10,5,0,0,0,3,-1.7235599999999995,95.62090000000002,0,4,4,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,12.243546390778533,-0.8987869530528256,12.243546390778533,0.09718631897203278,0.8528036890699656,254.285,240.17299999999994,254.094294308,96,0,0.3101857384443935,-0.4807884998513802,0.4807884998513802,0.3101857384443935,0.9473684210526315,1.5789473684210527,2.210526315789474,16.366434075566715,9.95713553227558,2.1552632330084696,-2.0808338799225656,2.1835805574788405,-2.0868156191264347,6.086486129291249,-0.137866448594847,2.3400417314396122,602.4009276194483,13.828062645816686,10.537212868323945,10.537212868323945,9.092224152875016,6.018606434161971,6.018606434161971,4.380537845114364,4.380537845114364,3.055219667252702,3.055219667252702,1.8480184490952878,1.8480184490952878,-2.42,22591.317090460372,13.022119949627315,5.48174392776679,2.8809965743383805,111.065543735431,5.106527394840706,0.0,5.783244946364939,0.0,0.0,5.969305287951849,9.589074368143644,0.0,0.0,0.0,48.53093654769288,18.55355575984923,11.126902983393991,5.917906046161393,14.69560176298435,11.75255023431679,0.0,0.0,0.0,12.841643245852017,0.0,71.28765809124549,0.0,0.0,0.0,0.0,0.0,0.0,16.859077629157497,4.794537184071822,0.0,34.326534905014825,54.59730361615449,0.0,0.0,0.0,54.370000000000005,11.887211334113243,9.589074368143644,0.0,5.783244946364939,16.690354475090988,0.0,0.0,55.4546737473835,6.06636706846161,0.0,5.106527394840706,0.0,0.0,23.209487626470853,8.997030199438207,1.7441751700680277,-1.6177109053497936,15.728089337944134,0.0,1.605595238095238,0.0,0.125,19,1,3,0,0,0,2,0,2,2,1,3,4,0,0,0,2,3.1057000000000006,72.36730000000004,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,13.655534832793407,-1.03640962523839,13.655534832793407,0.14545533107131248,0.885185467376535,356.41800000000006,339.28200000000004,356.088243624,128,0,0.30734864008733426,-0.4809857797763111,0.4809857797763111,0.30734864008733426,1.16,1.84,2.44,32.19713293728932,10.003988021077399,2.2506863023826913,-2.0481724162578856,2.4330546550957677,-1.9672676281356962,7.838744834683193,-0.13528894280109763,2.1011120578982485,939.9136691174383,18.137463722575188,13.875831874604332,14.692328455532058,11.863081100704113,7.739610408983664,9.297688613708585,5.945146796689289,7.3247996079441835,4.304610554973403,5.240630692470218,3.0549744422507508,3.5743338438257255,-2.53,426585.37403327174,17.298132627476928,6.763884813845741,3.4643192577969417,147.51854248157807,5.106527394840706,5.817220841045895,0.0,0.0,0.0,5.969305287951849,9.00343567623629,4.39041504767482,0.0,0.0,18.19910120538483,70.67489364566974,21.950821701933485,6.4208216229260096,18.50037811875182,33.99110349782857,0.0,0.0,0.0,18.24004229813441,6.255769183511404,70.54524932543742,0.0,0.0,0.0,4.39041504767482,0.0,0.0,21.540500358468428,15.59410622697613,5.817220841045895,30.034913297707618,52.93315748481831,0.0,17.222229166972415,0.0,54.370000000000005,16.768874330856157,13.393850723911111,0.0,12.238042463971905,11.136556021766264,27.168595519050303,12.13273413692322,24.454870388896232,25.132491443447723,0.0,5.106527394840706,25.147176880286825,0.0,11.930884476689922,9.168852794701321,4.743911022227822,-1.3277258272965335,11.809380248723985,3.427540703598395,1.8586115485288766,-1.03640962523839,0.15,25,1,3,1,0,1,2,0,2,2,1,5,4,0,0,0,3,4.365500000000003,97.89220000000006,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=C(C2=C(C1=CC3=CC=C(C=C3)SC)C=CC(=C2)F)CC(=O)O,13.6453738458696,-0.9119122849119237,13.6453738458696,0.10611189672787802,0.7623990741829976,340.41900000000004,323.2830000000001,340.093329004,122,0,0.30734864008733426,-0.4809857797763111,0.4809857797763111,0.30734864008733426,1.1666666666666667,1.875,2.5,32.16640786204391,10.003988910439535,2.250320390762197,-2.0478122487684765,2.4334540780984253,-1.9672651739153437,7.98210642748986,-0.13528778985405188,2.1091975284226265,863.7076290075012,17.26722023457211,13.467583584140469,14.284080165068195,11.49040230064194,7.572943742316997,8.797688613708587,5.695146796689289,6.5747996079441835,4.208385510108465,4.951955557875405,2.9994188866951954,3.4076671771590585,-2.3299999999999996,302120.9151426954,16.525071555819004,6.653367510839564,3.1478743879554236,144.26739830336737,5.106527394840706,5.817220841045895,0.0,0.0,0.0,5.969305287951849,4.794537184071822,4.39041504767482,0.0,11.761884949391115,18.19910120538483,76.93066282918114,4.895483475517775,6.4208216229260096,14.291479626587348,34.953419404315376,0.0,0.0,0.0,18.24004229813441,6.255769183511404,70.54524932543742,0.0,0.0,0.0,4.39041504767482,0.0,11.761884949391115,17.33160186630396,4.794537184071822,5.817220841045895,30.034913297707618,52.93315748481831,0.0,17.222229166972415,0.0,37.3,5.969305287951849,14.291479626587348,0.0,12.238042463971905,11.136556021766264,22.273112043532528,17.028217612440994,17.828252017852726,31.388260626959127,12.13273413692322,0.0,13.6453738458696,1.6812256259253011,12.366455464344243,9.170526127304141,5.142643927941548,-1.2637527633234695,12.73506671495759,3.9547274234041634,1.901066966910221,0.0,0.15,24,1,2,1,0,1,2,0,2,2,1,4,4,0,0,0,3,5.350000000000003,97.34080000000006,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
